nombre,Cedula,codigoRuta,nombreRuta,codigoRamal,nombreRamal,mes,anho,carreras,Origen
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,7,2019,230.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,7,2020,144.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,7,2021,140.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,7,2022,113.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,7,2023,113.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,7,2024,116.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,7,2025,58.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,8,2019,227.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,8,2020,150.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,8,2021,142.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,8,2022,116.0,SIR
A.T.Z. ALFARO RUIZ S.A.,3-101-554030,214,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,R0581,SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ,8,2023,115.0,SIR
